<SIZE>, <EXECUTION_TIME_1>, <EXECUTION_TIME_2>, <EXECUTION_TIME_3>, <EXECUTION_TIME_4>, <EXECUTION_TIME_5>, <AVG>
434, 316591, 313824, 313774, 315259, 312249, 314339
435, 314942, 317199, 315000, 507622, 330233, 356999
436, 326565, 324022, 364504, 325746, 323990, 332965
437, 367698, 327343, 418709, 327063, 321058, 352374
438, 324888, 325082, 323056, 322204, 339206, 326887
439, 331724, 329947, 333067, 327566, 327076, 329876
440, 330666, 328930, 327632, 329425, 327392, 328809
441, 329689, 333343, 328434, 329701, 330302, 330293
442, 330442, 330994, 329466, 329734, 331880, 330503
443, 334305, 586779, 473373, 363564, 403984, 432401
444, 452861, 340986, 338172, 345023, 335934, 362595
445, 426020, 354593, 343454, 340443, 340208, 360943
446, 340857, 340063, 340806, 340148, 341667, 340708
447, 341775, 393078, 343978, 341544, 341288, 352332
448, 398070, 353494, 350728, 661817, 353438, 423509
449, 353205, 353640, 442088, 362644, 350777, 372470
450, 353844, 355594, 350806, 349750, 351892, 352377
451, 434962, 500916, 429456, 442084, 571249, 475733
452, 398056, 360025, 402625, 370453, 382129, 382657
453, 451383, 360084, 358338, 360677, 356372, 377370
454, 361151, 357917, 357309, 357343, 356597, 358063
455, 359504, 364467, 357807, 357868, 359976, 359924
456, 505292, 1137629, 377446, 367073, 419825, 561453
457, 369407, 366980, 409047, 364919, 366630, 375396
458, 413413, 470329, 496147, 373299, 669546, 484546
459, 375860, 371720, 373081, 466321, 378077, 393011
460, 598930, 378525, 378802, 372912, 428285, 431490
461, 379747, 377188, 379285, 373310, 372351, 376376
462, 455124, 378012, 433893, 379661, 377287, 404795
463, 410548, 377102, 378731, 375018, 374460, 383171
464, 378542, 377369, 466412, 378159, 377093, 395515
465, 385781, 379633, 441529, 504608, 384852, 419280
466, 388626, 385950, 386280, 457262, 497653, 423154
467, 395768, 388980, 562048, 437494, 387124, 434282
468, 390374, 389537, 492899, 391757, 389332, 410779
469, 388037, 388647, 477957, 387743, 393069, 407090
470, 390153, 388978, 391422, 389149, 391286, 390197
471, 391206, 393032, 454023, 409968, 494580, 428561
472, 395013, 399648, 404117, 444205, 423296, 413255
473, 405103, 484978, 438832, 401396, 402358, 426533
474, 403826, 418267, 405287, 404987, 400110, 406495
475, 404362, 404542, 401525, 406035, 399851, 403263
476, 403131, 408452, 402268, 403388, 401821, 403812
477, 406858, 404160, 404191, 456524, 411698, 416686
478, 460220, 415172, 415313, 414238, 408722, 422733
479, 413050, 410934, 410875, 410025, 440413, 417059
480, 412676, 411968, 413051, 536859, 1230445, 600999
481, 429651, 421919, 416054, 416885, 415556, 420013
482, 417982, 418916, 416097, 417779, 414818, 417118
483, 419579, 418759, 420181, 455866, 739874, 490851
484, 588151, 427967, 528537, 433884, 432540, 482215
485, 425095, 509348, 429564, 428911, 428381, 444259
486, 429109, 427900, 425813, 427837, 483628, 438857
487, 446619, 539403, 439766, 431050, 583532, 488074
488, 489971, 448135, 634961, 679576, 483694, 547267
489, 482310, 455490, 596612, 487113, 554395, 515184
490, 514779, 469199, 490639, 438010, 477317, 477988
491, 450985, 627530, 485554, 459546, 442678, 493258
492, 517204, 646891, 501866, 509104, 446482, 524309
493, 536597, 590101, 453992, 708263, 543704, 566531
494, 675230, 709649, 618839, 526586, 477107, 601482
495, 522830, 456181, 595390, 457755, 590282, 524487
496, 646269, 553347, 621269, 606780, 526264, 590785
497, 719371, 655772, 823383, 593267, 448351, 648028
498, 522525, 522037, 783039, 560374, 514954, 580585
499, 686599, 759699, 622625, 564023, 531697, 632928
500, 524648, 509657, 542780, 443881, 590996, 522392
501, 502752, 548276, 599656, 562456, 655398, 573707
502, 1545781, 658911, 737958, 597191, 636687, 835305
503, 566270, 786044, 567505, 798548, 846304, 712934
504, 592474, 686567, 764288, 706061, 549722, 659822
505, 759327, 802933, 574012, 556105, 514005, 641276
506, 560797, 467043, 584424, 512266, 631779, 551261
507, 633249, 608596, 476496, 578969, 503599, 560181
508, 551096, 714085, 628850, 706808, 622251, 644618
509, 580390, 514375, 498596, 548731, 619723, 552363
510, 820655, 789754, 671304, 594251, 700785, 715349
511, 820509, 746387, 590993, 709382, 676899, 708834
512, 867157, 658756, 553314, 569921, 887759, 707381
513, 949512, 900142, 731745, 799508, 694874, 815156
514, 629143, 681884, 868335, 662914, 614699, 691395
