<SIZE>, <EXECUTION_TIME_1>, <EXECUTION_TIME_2>, <EXECUTION_TIME_3>, <EXECUTION_TIME_4>, <EXECUTION_TIME_5>, <AVG>
663, 46, 41, 43, 41, 41, 42
664, 41, 41, 41, 41, 42, 41
665, 41, 41, 41, 41, 41, 41
666, 41, 41, 41, 43, 40, 41
667, 80, 41, 84, 41, 82, 65
668, 86, 41, 41, 41, 41, 50
669, 42, 184, 73, 44, 43, 77
670, 85, 41, 41, 41, 41, 49
671, 41, 41, 92, 45, 50, 53
672, 67, 41, 41, 41, 41, 46
673, 43, 41, 41, 43, 42, 42
674, 56, 41, 42, 41, 41, 44
675, 58, 41, 41, 41, 41, 44
676, 41, 41, 40, 41, 42, 41
677, 121, 48, 45, 44, 50, 61
