<SIZE>, <EXECUTION_TIME_1>, <EXECUTION_TIME_2>, <EXECUTION_TIME_3>, <EXECUTION_TIME_4>, <EXECUTION_TIME_5>, <AVG>
1939, 58526, 52378, 52320, 52900, 52443, 53713
1940, 52758, 52546, 52252, 52222, 52388, 52433
1941, 58444, 52472, 52312, 52438, 52421, 53617
1942, 52291, 52958, 53290, 52726, 52879, 52828
1943, 53979, 53309, 52570, 52743, 52481, 53016
1944, 52759, 52686, 52874, 52452, 52403, 52634
1945, 65224, 66225, 108213, 95220, 53163, 77609
1946, 52566, 53020, 52835, 53157, 52307, 52777
1947, 52803, 52700, 52440, 52438, 58228, 53721
1948, 52855, 53204, 53361, 52443, 52888, 52950
1949, 52731, 52578, 52412, 52616, 52488, 52565
1950, 52582, 52799, 52673, 52924, 52470, 52689
1951, 52867, 52733, 53124, 53473, 53095, 53058
1952, 68296, 57637, 61011, 52608, 53097, 58529
1953, 62148, 62588, 52928, 52727, 53000, 56678
1954, 52446, 52610, 52280, 58660, 61889, 55577
1955, 53421, 53041, 52960, 52739, 57089, 53850
1956, 70412, 53043, 52849, 53241, 52751, 56459
1957, 53507, 53025, 52973, 53091, 52922, 53103
1958, 52798, 52858, 52592, 52952, 52764, 52792
1959, 53248, 53327, 52743, 52939, 52661, 52983
1960, 53994, 53445, 53355, 53616, 53493, 53580
1961, 53058, 53477, 53161, 53673, 58065, 54286
1962, 53078, 53159, 53188, 53252, 53839, 53303
1963, 53175, 53874, 53529, 53468, 53288, 53466
1964, 53671, 53655, 53110, 53439, 59253, 54625
1965, 54895, 55989, 53912, 53302, 55093, 54638
1966, 53527, 53809, 56206, 55110, 53061, 54342
1967, 53605, 64976, 53692, 69098, 53090, 58892
1968, 52934, 53171, 53171, 58138, 54972, 54477
1969, 59057, 53094, 53033, 53661, 53837, 54536
1970, 53166, 53046, 53798, 53237, 53491, 53347
1971, 53415, 53528, 53726, 54007, 53527, 53640
1972, 53318, 53279, 53564, 53473, 53560, 53438
1973, 53406, 53234, 53287, 53563, 54107, 53519
1974, 53401, 54021, 53713, 53816, 54004, 53791
1975, 53919, 53860, 58827, 53202, 53424, 54646
1976, 53581, 53647, 53765, 53845, 53556, 53678
1977, 54147, 53636, 54205, 53719, 53973, 53936
1978, 53605, 54576, 54593, 53799, 53673, 54049
1979, 54409, 53903, 53693, 54139, 54153, 54059
1980, 54055, 54323, 54876, 54060, 54126, 54288
1981, 53619, 79887, 54289, 53852, 54198, 59169
1982, 54326, 60120, 53269, 53736, 53449, 54980
1983, 53733, 53650, 54038, 54190, 54110, 53944
1984, 55266, 64990, 53214, 53418, 53873, 56152
1985, 53810, 53922, 53862, 53999, 53529, 53824
1986, 54136, 53715, 54309, 70606, 76732, 61899
1987, 53905, 53931, 53755, 54095, 53655, 53868
1988, 54021, 54022, 53921, 54048, 53725, 53947
1989, 72422, 54157, 53757, 54561, 53999, 57779
1990, 53978, 53885, 53839, 54036, 53895, 53926
1991, 53903, 54125, 54708, 54454, 53988, 54235
1992, 53804, 53956, 53859, 54113, 54272, 54000
1993, 54104, 53504, 54151, 54345, 54096, 54040
1994, 54495, 54375, 54040, 54374, 54335, 54323
1995, 54560, 54840, 53864, 53791, 56662, 54743
1996, 53928, 54377, 54723, 54079, 82148, 59851
1997, 54087, 53552, 54379, 53933, 54065, 54003
1998, 54000, 53970, 54610, 54376, 54117, 54214
1999, 54196, 54044, 55709, 53920, 53726, 54319
2000, 58490, 60543, 54094, 53666, 56814, 56721
