<ITERATION>, <X>, <F>
913, 0.913, 0.7130000000000001
914, 0.914, 0.714
915, 0.915, 0.7150000000000001
916, 0.916, 0.716
917, 0.917, 0.7170000000000001
918, 0.918, 0.718
919, 0.919, 0.7190000000000001
920, 0.92, 0.72
921, 0.921, 0.7210000000000001
922, 0.922, 0.722
923, 0.923, 0.7230000000000001
924, 0.924, 0.724
925, 0.925, 0.7250000000000001
926, 0.926, 0.726
927, 0.927, 0.7270000000000001
928, 0.928, 0.728
929, 0.929, 0.7290000000000001
930, 0.93, 0.73
931, 0.931, 0.7310000000000001
932, 0.932, 0.732
933, 0.933, 0.7330000000000001
934, 0.934, 0.734
935, 0.935, 0.7350000000000001
936, 0.936, 0.736
937, 0.937, 0.7370000000000001
938, 0.9380000000000001, 0.738
939, 0.9390000000000001, 0.7390000000000001
940, 0.9400000000000001, 0.74
941, 0.9410000000000001, 0.7410000000000001
942, 0.9420000000000001, 0.742
943, 0.9430000000000001, 0.7430000000000001
944, 0.9440000000000001, 0.744
945, 0.9450000000000001, 0.7450000000000001
946, 0.9460000000000001, 0.746
947, 0.9470000000000001, 0.7470000000000001
948, 0.9480000000000001, 0.748
949, 0.9490000000000001, 0.7490000000000001
950, 0.9500000000000001, 0.75
951, 0.9510000000000001, 0.7510000000000001
952, 0.9520000000000001, 0.752
953, 0.9530000000000001, 0.7530000000000001
954, 0.9540000000000001, 0.754
955, 0.9550000000000001, 0.7550000000000001
956, 0.9560000000000001, 0.756
957, 0.9570000000000001, 0.7570000000000001
958, 0.9580000000000001, 0.758
959, 0.9590000000000001, 0.7590000000000001
960, 0.96, 0.76
961, 0.961, 0.7609999999999999
962, 0.962, 0.762
963, 0.963, 0.7629999999999999
964, 0.964, 0.764
965, 0.965, 0.7649999999999999
966, 0.966, 0.766
967, 0.967, 0.7669999999999999
968, 0.968, 0.768
969, 0.969, 0.7689999999999999
970, 0.97, 0.77
971, 0.971, 0.7709999999999999
972, 0.972, 0.772
973, 0.973, 0.7729999999999999
974, 0.974, 0.774
975, 0.975, 0.7749999999999999
976, 0.976, 0.776
977, 0.977, 0.7769999999999999
978, 0.978, 0.778
979, 0.979, 0.7789999999999999
980, 0.98, 0.78
981, 0.981, 0.7809999999999999
982, 0.982, 0.782
983, 0.983, 0.7829999999999999
984, 0.984, 0.784
985, 0.985, 0.7849999999999999
986, 0.986, 0.786
987, 0.987, 0.7869999999999999
988, 0.988, 0.788
989, 0.989, 0.7889999999999999
990, 0.99, 0.79
991, 0.991, 0.7909999999999999
992, 0.992, 0.792
993, 0.993, 0.7929999999999999
994, 0.994, 0.794
995, 0.995, 0.7949999999999999
996, 0.996, 0.796
997, 0.997, 0.7969999999999999
998, 0.998, 0.798
999, 0.999, 0.7989999999999999
1000, 1.0, 0.8
